datetime,open,high,low,close,ema_20,ema_50,ema_20_slope,ema_50_slope,macd_line,signal_line,macd_hist,rsi_14
2025-06-19 04:00:00,145.044998,145.207,145.035004,145.035995,145.035995,145.035995,,,0.0,0.0,0.0,
2025-06-19 04:15:00,145.042999,145.224,144.994,145.142,145.04609071428573,145.04015205882354,0.01009571428571121,0.00415705882352313,0.008456239316245728,0.0016912478632491457,0.006764991452996583,
2025-06-19 04:30:00,145.14,145.21001,145.054001,145.159,145.05684397959183,145.0448127623991,0.010753265306107096,0.004660703575552816,0.0163412559963092,0.004621249489861157,0.011720006506448045,
2025-06-19 04:45:00,145.158,145.215,145.097,145.116,145.06247788629736,145.0476044187756,0.005633906705526215,0.0027916563765018054,0.01890255104768812,0.0074775098014265495,0.01142504124626157,
2025-06-19 05:00:00,145.12,145.19,145.116,145.138,145.06967046855476,145.0511493435295,0.007192582257403046,0.003544924753896339,0.022448835762617136,0.010471774993664668,0.011977060768952469,
2025-06-19 05:15:00,145.13499,145.158,145.065994,145.11,145.07351137631144,145.05345721241068,0.0038409077566825545,0.002307868881189279,0.022737818536256782,0.01292498370218309,0.009812834834073692,
2025-06-19 05:30:00,145.108,145.14301,145.059998,145.104,145.07641505475797,145.05543928251222,0.0029036784465290566,0.001982070101547606,0.02222647662344457,0.014785282286435386,0.007441194337009183,
2025-06-19 05:45:00,145.105,145.16701,145.085999,145.095001,145.07818514478103,145.0569907224137,0.0017700900230579464,0.0015514399014762148,0.020854690490921257,0.01599916392733256,0.0048555265635886954,
2025-06-19 06:00:00,145.11,145.121,145.037994,145.063004,145.07673932146855,145.057226537221,-0.001445823312479888,0.0002358148072971744,0.01698980174901976,0.016197291491670002,0.0007925102573497593,
2025-06-19 06:15:00,145.070007,145.076004,145.0059967,145.037994,145.0730492908525,145.05647232007507,-0.003690030616041895,-0.0007542171459249403,0.01177303932448126,0.015312441058232255,-0.003539401733750995,
2025-06-19 06:30:00,145.039001,145.101,145.0099945,145.093994,145.07504402505703,145.0579437585035,0.00199473420451568,0.001471438428438887,0.012018903073624188,0.014653733461310643,-0.0026348303876864553,
2025-06-19 06:45:00,145.084,145.098999,145.044998,145.056,145.07323030838492,145.05786753267984,-0.0018137166721032827,-7.622582367616815e-05,0.009043703411862225,0.01353172745142096,-0.004488024039558735,
2025-06-19 07:00:00,145.050003,145.146,144.972,145.0010071,145.06635190758635,145.05563771179044,-0.006878400798569828,-0.0022298208893971605,0.002222746373007567,0.011269931235738282,-0.009047184862730715,
