datetime,open,high,low,close,ema_20,ema_50,ema_20_slope,ema_50_slope,macd_line,signal_line,macd_hist,rsi_14
2025-06-10 20:00:00,144.606,144.62,144.478,144.58299,144.58299,144.58299,,,0.0,0.0,0.0,
2025-06-10 21:00:00,144.58299,144.64799,144.453,144.63499,144.58794238095237,144.58502921568626,0.004952380952374824,0.002039215686266971,0.004148148148146902,0.0008296296296293804,0.0033185185185175214,
2025-06-10 22:00:00,144.64101,144.67799,144.438,144.52901,144.58232977324263,144.58283238369856,-0.005612607709736039,-0.0021968319877032627,-0.0011033955893253733,0.0004430245858384297,-0.001546420175163803,
2025-06-10 23:00:00,144.52901,144.834,144.51199,144.798,144.60286979483857,144.59127032943587,0.020540021595934377,0.008437945737313157,0.016252613113096004,0.0036049422912899447,0.012647670821806059,
2025-06-11 00:00:00,144.808,144.948,144.78999,144.914,144.6325012429492,144.6039263949482,0.029631448110620795,0.012656065512317127,0.038918971918548095,0.010667748216741576,0.02825122370180652,
2025-06-11 01:00:00,144.914,145.044006,144.87199,144.96899,144.66454779123976,144.61824261475414,0.03204654829056608,0.014316219805948549,0.06062066076137285,0.02065833072566783,0.03996233003570501,
2025-06-11 02:00:00,144.967,145.024002,144.91,144.935,144.690305144455,144.6306644729991,0.025757353215254852,0.01242185824494868,0.07422112169794559,0.03137088892012339,0.042850232777822204,
2025-06-11 03:00:00,144.93201,145.020996,144.89301,144.955,144.71551417831643,144.64338351327365,0.025209033861415264,0.012719040274561166,0.08562637033256237,0.04222198520261119,0.043404385129951185,
2025-06-11 04:00:00,144.959,145.033005,144.778,144.90601,144.73365663752438,144.6536825911845,0.01814245920795088,0.010299077910843835,0.08967827316217836,0.051713242794524626,0.03796503036765373,
2025-06-11 05:00:00,144.90199,144.93201,144.823,144.85001,144.7447379101411,144.66138170525568,0.011081272616735305,0.007699114071186841,0.08736362981602497,0.0588433201988247,0.02852030961720027,
2025-06-11 06:00:00,144.82899,144.87601,144.80299,144.85899,144.75561906155625,144.66913105014763,0.010881151415134127,0.00774934489194834,0.08527091916229779,0.06412883999151932,0.02114207917077847,
2025-06-11 07:00:00,144.84599,144.966,144.813,144.942,144.77336962712232,144.6798317932791,0.017750565566075238,0.01070074313147984,0.08928146301863649,0.06915936459694276,0.020122098421693727,
2025-06-11 08:00:00,144.95799,145.16299,144.793,144.843,144.78000109120592,144.68623054648384,0.0066314640835969385,0.0063987532047349305,0.08350873854121232,0.07202923938579668,0.011479499155415643,
2025-06-11 09:00:00,144.842,144.966,144.67799,144.91901,144.79324003490058,144.6953591525041,0.01323894369465961,0.009128606020254892,0.08409775795584551,0.07444294309980645,0.009654814856039057,
2025-06-11 10:00:00,144.924,145.037003,144.838,145.0050049,144.813408117291,144.70750212299413,0.02016808239042689,0.012142970490032212,0.09046085341796584,0.07764652516343834,0.012814328254527496,69.01079513762421
2025-06-11 11:00:00,145.0059967,145.14999,144.84801,144.94701,144.82613210612044,144.71689458875906,0.012723988829435484,0.009392465764932467,0.08978891791485921,0.08007500371372252,0.009713914201136695,63.98027008509035
2025-06-11 12:00:00,144.946,145.061996,144.91901,145.0070038,144.84335798172802,144.72827142057244,0.017225875607579155,0.01137683181337934,0.09302506738774241,0.0826650164485265,0.010360050939215909,72.3373362857631
2025-06-11 13:00:00,145.003006,145.072998,144.886,145.029999,144.86113331680153,144.74010387466765,0.017775335073508813,0.011832454095213052,0.09633477233217036,0.08539896762525528,0.010935804706915075,64.07848400288944
2025-06-11 14:00:00,145.031998,145.142,144.97301,144.98,144.87245395329663,144.74951156585715,0.011320636495099734,0.009407691189494471,0.09384148962672612,0.08708747202554945,0.006754017601176665,54.35386183586779
2025-06-11 15:00:00,144.981,145.246,144.964,145.127,144.89669643393503,144.76431503386274,0.024242480638406505,0.014803468005595732,0.10254514004694215,0.090179005629828,0.01236613441711415,59.29516736007413
2025-06-11 16:00:00,145.125,145.242,145.078995,145.116,144.91758248784598,144.77810660116225,0.020886053910942337,0.013791567299506369,0.10731814091693082,0.09360683268724856,0.01371130822968225,60.943594176218106
2025-06-11 17:00:00,145.117,145.14799,144.998,145.065994,144.93171691757493,144.78939630307747,0.014134429728954956,0.011289701915217165,0.10584559013511807,0.09605458417682247,0.009791005958295601,56.475927268719694
2025-06-11 18:00:00,145.065994,145.095993,144.91701,145.082001,144.9460296873297,144.80087099707444,0.01431276975478113,0.011474693996973429,0.10476257638714515,0.097796182618887,0.006966393768258139,60.679184767594855
2025-06-11 19:00:00,145.078995,145.166,145.041,145.125,144.9630744790126,144.81358193836564,0.017044791682877758,0.012710941291203426,0.10615030548615323,0.09946700719234026,0.006683298293812964,66.95397402038705
2025-06-11 20:00:00,145.14101,145.336,145.10899,145.28101,144.99335405243997,144.8319124505866,0.030279573427378637,0.018330512220956052,0.11847310970350122,0.10326822769457246,0.015204882008928763,72.02564080616972
2025-06-11 21:00:00,145.282,145.466,144.321,144.731,144.9683679522076,144.82795509958322,-0.02498610023238257,-0.003957351003379017,0.08290216588855515,0.099195015333369,-0.01629284944481385,42.59659409644694
2025-06-11 22:00:00,144.728,145.18401,144.608,145.046005,144.97576195675924,144.83650607607015,0.007394004551656508,0.00855097648693004,0.07921704277555364,0.09519942082180594,-0.0159823780462523,56.18531176372254
2025-06-11 23:00:00,145.050003,145.087997,144.731,144.791,144.95816557992504,144.8347215240674,-0.017596376834205785,-0.0017845520027606199,0.055084800532910094,0.08717649676402678,-0.032091696231116684,46.48328001706403
2025-06-12 00:00:00,144.80099,144.845,144.46201,144.487,144.91329266755122,144.82108538586868,-0.04487291237381896,-0.013636138198705794,0.011299313869471916,0.0720010601851158,-0.06070174631564389,37.29149727267882
2025-06-12 01:00:00,144.49001,144.62801,144.435,144.616,144.88497908016538,144.81304282171698,-0.028313587385838446,-0.00804256415170812,-0.012843723418058062,0.055032103464481036,-0.0678758268825391,42.15255354357284
2025-06-12 02:00:00,144.614,144.65199,144.50999,144.52499,144.85069440586392,144.80174663263003,-0.03428467430146043,-0.011296189086948516,-0.03887289823398987,0.036251103124786854,-0.07512400135877673,38.7382384548527
2025-06-12 03:00:00,144.52499,144.54201,144.321,144.505,144.817771129115,144.7901095097818,-0.032923276748931585,-0.011637122848242143,-0.060417774249543754,0.016917327649920735,-0.07733510189946449,37.71668395692992
2025-06-12 04:00:00,144.509,144.64799,144.494,144.63,144.79988816443736,144.78383070547662,-0.01788296467762507,-0.006278804305168251,-0.06663763125030187,0.00020633586987621404,-0.06684396712017808,42.088757808396664
2025-06-12 05:00:00,144.63,144.69299,144.51801,144.541,144.77523214877667,144.77430793271284,-0.024656015660696085,-0.009522772763773446,-0.07785105048165519,-0.015405141400430068,-0.062445909081225125,36.39766541228117
2025-06-12 06:00:00,144.52499,144.552,144.45799,144.53,144.75187670603603,144.7647272294692,-0.0233554427406375,-0.009580703243642574,-0.0866267943184198,-0.029649471984028015,-0.05697732233439178,36.39766541228117
